ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,previous_cancellations,previous_bookings_not_canceled,avg_room_price,special_requests,status
253,2,0,1,1,Not Selected,0,Room_Type 1,0,0,76.5,0,Not_Canceled
254,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,140.13,0,Not_Canceled
255,2,0,2,4,Not Selected,0,Room_Type 1,0,0,76,1,Not_Canceled
256,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,200,0,Not_Canceled
257,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Canceled
258,2,0,0,3,Not Selected,0,Room_Type 1,0,0,108,1,Not_Canceled
259,3,0,2,3,Meal Plan 2,0,Room_Type 4,0,0,189,1,Not_Canceled
260,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,166,3,Not_Canceled
261,2,0,1,1,Not Selected,0,Room_Type 1,0,0,67.5,0,Not_Canceled
262,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,78.54,1,Not_Canceled
263,1,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,152.1,1,Canceled
264,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,115,0,Canceled
265,2,0,2,5,Not Selected,0,Room_Type 1,0,0,66.53,2,Not_Canceled
266,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,1,0,1,Not_Canceled
267,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,0,1,Not_Canceled
268,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,90.3,2,Canceled
269,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
270,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
271,2,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,115.37,1,Canceled
272,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,130,0,Canceled
273,3,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,126,2,Not_Canceled
274,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,94.35,1,Not_Canceled
275,3,0,2,4,Meal Plan 1,0,Room_Type 4,0,0,118.46,4,Not_Canceled
276,1,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,90.6,0,Canceled
277,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,82.9,2,Not_Canceled
278,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,95.33,1,Not_Canceled
279,3,0,2,5,Meal Plan 1,0,Room_Type 4,0,0,135.64,1,Not_Canceled
280,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,122.4,0,Not_Canceled
281,2,0,1,3,Not Selected,0,Room_Type 1,0,0,116.1,0,Canceled
282,2,0,0,4,Not Selected,0,Room_Type 1,0,0,62.18,0,Canceled
283,2,0,0,4,Not Selected,0,Room_Type 1,0,0,63.75,0,Canceled
284,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,118.8,0,Canceled
285,2,0,0,2,Not Selected,1,Room_Type 1,0,0,167,0,Not_Canceled
286,2,2,2,2,Meal Plan 1,0,Room_Type 6,0,0,187.85,1,Not_Canceled
287,0,2,2,2,Meal Plan 1,0,Room_Type 1,0,0,108.38,1,Canceled
288,2,0,0,1,Meal Plan 1,0,Room_Type 2,0,3,0,1,Not_Canceled
289,3,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,128.7,0,Canceled
290,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,80.33,1,Not_Canceled
291,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,140,1,Canceled
292,2,1,1,1,Meal Plan 1,0,Room_Type 1,0,0,76.5,2,Not_Canceled
293,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,105.3,1,Not_Canceled
294,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,87.3,1,Canceled
295,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,110,0,Canceled
296,1,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,83,0,Not_Canceled
297,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,99.45,1,Not_Canceled
298,2,1,2,1,Meal Plan 2,0,Room_Type 1,0,0,104.5,3,Not_Canceled
299,2,0,2,6,Meal Plan 1,0,Room_Type 1,0,0,92.54,2,Not_Canceled
300,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
301,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
302,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,0,63,1,Not_Canceled
303,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,109.8,0,Canceled
304,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,103,0,Not_Canceled
305,3,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,130,1,Not_Canceled
306,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,117,0,Canceled
307,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,60.5,0,Not_Canceled
308,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,112.2,0,Not_Canceled
309,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,135.9,0,Canceled
310,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,151,1,Canceled
311,2,2,0,2,Meal Plan 1,0,Room_Type 6,0,0,239,2,Not_Canceled
312,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,59.09,0,Not_Canceled
313,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,103.09,0,Canceled
314,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,87,0,Not_Canceled
315,3,0,1,0,Meal Plan 1,0,Room_Type 4,0,0,137,0,Canceled
316,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,0,Not_Canceled
317,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
318,2,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,99.45,1,Not_Canceled
319,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
320,3,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,130,2,Not_Canceled
321,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,3,65,0,Not_Canceled
322,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,75,0,Canceled
323,2,1,1,2,Meal Plan 1,0,Room_Type 1,0,0,132.9,0,Canceled
324,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,120,0,Not_Canceled
325,2,0,0,2,Not Selected,0,Room_Type 1,0,0,79.2,1,Canceled
326,3,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,159.3,0,Canceled
327,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
328,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,0,90,0,Not_Canceled
329,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,140.4,1,Not_Canceled
330,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
331,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,0,Canceled
332,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Canceled
333,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,1,75,0,Not_Canceled
334,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,75,1,Not_Canceled
335,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,76.67,0,Not_Canceled
336,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,126,0,Not_Canceled
337,2,0,1,1,Not Selected,0,Room_Type 1,0,0,85.5,1,Not_Canceled
338,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,140.7,0,Canceled
339,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,103.7,1,Not_Canceled
340,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,142,0,Not_Canceled
341,2,1,2,5,Meal Plan 1,0,Room_Type 1,0,0,103.7,3,Not_Canceled
342,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,110,0,Not_Canceled
343,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,75,0,Not_Canceled
344,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,137.7,0,Not_Canceled
345,2,0,0,1,Not Selected,0,Room_Type 1,0,0,87.3,3,Not_Canceled
346,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,4,0,4,Not_Canceled
347,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
348,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,97,1,Not_Canceled
349,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,150.3,1,Not_Canceled
350,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,82.45,0,Not_Canceled
351,1,0,0,1,Meal Plan 1,1,Room_Type 4,0,3,103,1,Not_Canceled
352,1,0,2,6,Meal Plan 1,0,Room_Type 1,0,0,145,0,Canceled
353,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,145,1,Not_Canceled
354,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,134.85,1,Not_Canceled
355,2,1,1,1,Meal Plan 1,0,Room_Type 6,0,0,168.25,1,Not_Canceled
356,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,60,0,Canceled
357,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,76,0,Not_Canceled
358,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,63.5,1,Not_Canceled
359,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
360,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,90.95,3,Not_Canceled
361,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,98.4,2,Not_Canceled
362,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,135.9,1,Not_Canceled
363,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,130,1,Not_Canceled
364,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,81.9,2,Not_Canceled
365,3,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,78.85,1,Not_Canceled
366,2,0,2,3,Meal Plan 2,0,Room_Type 1,0,0,141.3,0,Canceled
367,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,70,1,Not_Canceled
368,2,0,2,3,Meal Plan 2,0,Room_Type 1,0,0,170.1,2,Not_Canceled
369,2,0,2,0,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
370,2,2,0,5,Meal Plan 1,0,Room_Type 6,0,0,199,0,Not_Canceled
371,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,82.45,0,Not_Canceled
372,4,0,0,3,Meal Plan 1,0,Room_Type 7,0,0,192.86,1,Not_Canceled
373,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,185,0,Not_Canceled
374,2,0,2,6,Meal Plan 1,0,Room_Type 1,0,0,68.07,1,Not_Canceled
375,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,118.8,1,Not_Canceled
376,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,0,104.4,0,Canceled
377,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,12,65,0,Not_Canceled
378,2,0,1,3,Not Selected,0,Room_Type 1,0,0,71.1,0,Canceled
379,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
380,2,0,4,11,Meal Plan 1,0,Room_Type 4,0,0,116.62,1,Canceled
381,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,136,2,Not_Canceled
382,2,2,2,2,Meal Plan 1,0,Room_Type 6,0,0,147.9,0,Canceled
383,2,0,2,0,Not Selected,0,Room_Type 1,0,0,123.7,0,Not_Canceled
384,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,135.9,0,Canceled
385,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,109,0,Not_Canceled
386,3,0,2,1,Meal Plan 1,0,Room_Type 4,0,0,186,1,Not_Canceled
387,3,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,115.6,1,Canceled
388,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,0,221,0,Canceled
389,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
390,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,80,0,Not_Canceled
391,2,1,1,4,Meal Plan 1,0,Room_Type 1,0,0,73.83,0,Not_Canceled
392,1,0,0,1,Meal Plan 1,1,Room_Type 1,3,19,67,0,Not_Canceled
393,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,80.3,1,Not_Canceled
394,2,0,2,1,Not Selected,0,Room_Type 1,0,0,85,0,Not_Canceled
395,2,1,2,3,Meal Plan 1,0,Room_Type 1,0,0,152.1,1,Canceled
396,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,89.25,1,Not_Canceled
397,1,0,0,4,Meal Plan 2,0,Room_Type 1,0,0,110,0,Not_Canceled
398,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Canceled
399,2,0,0,1,Not Selected,0,Room_Type 1,0,0,79,0,Not_Canceled
400,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,80,0,Canceled
401,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,102.85,2,Canceled
402,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,90,0,Canceled
403,2,0,1,2,Meal Plan 1,0,Room_Type 2,0,0,62.37,2,Not_Canceled
404,2,0,0,1,Not Selected,0,Room_Type 1,0,0,98,0,Not_Canceled
405,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,117.67,1,Canceled
406,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,141,1,Not_Canceled
407,2,1,1,3,Meal Plan 1,0,Room_Type 6,0,0,156.61,2,Canceled
408,3,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,152.1,0,Canceled
409,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,105.3,0,Canceled
410,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,119.85,1,Not_Canceled
411,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,97.2,2,Not_Canceled
412,1,0,0,1,Not Selected,0,Room_Type 1,0,0,116.1,0,Not_Canceled
413,3,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,150.45,0,Canceled
414,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,71,0,Not_Canceled
415,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,0,0,Not_Canceled
416,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,0,60,0,Not_Canceled
417,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,1,89,1,Not_Canceled
418,2,0,2,0,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
419,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,100,1,Not_Canceled
420,2,0,1,3,Not Selected,0,Room_Type 1,0,0,75.9,2,Canceled
421,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
422,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,104.55,2,Not_Canceled
423,1,0,2,2,Meal Plan 1,0,Room_Type 1,0,0,115,0,Canceled
424,3,0,1,1,Meal Plan 1,0,Room_Type 4,0,0,187,0,Canceled
425,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,115,0,Not_Canceled
426,2,0,0,4,Not Selected,0,Room_Type 1,0,0,84.43,1,Canceled
427,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,90.95,0,Canceled
428,2,0,1,3,Meal Plan 2,1,Room_Type 4,0,0,208,1,Not_Canceled
429,2,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,97.18,1,Canceled
430,1,0,0,4,Meal Plan 2,0,Room_Type 1,0,0,79.11,0,Not_Canceled
431,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,0,0,Not_Canceled
432,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,0,120,1,Not_Canceled
433,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,126,1,Not_Canceled
434,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,91,1,Canceled
435,2,0,0,5,Meal Plan 2,0,Room_Type 1,0,0,137,0,Canceled
436,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,67.32,0,Not_Canceled
437,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,81.62,0,Not_Canceled
438,3,0,1,3,Meal Plan 2,0,Room_Type 4,0,0,123.66,2,Not_Canceled
439,2,0,2,1,Not Selected,0,Room_Type 1,0,0,94.5,1,Not_Canceled
440,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,0,96.3,0,Canceled
441,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,88.01,1,Not_Canceled
442,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,81.9,2,Not_Canceled
443,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,119.85,1,Not_Canceled
444,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,83.5,0,Not_Canceled
445,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,3,67,1,Not_Canceled
446,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,156,1,Not_Canceled
447,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,85,0,Not_Canceled
448,2,0,3,5,Meal Plan 1,0,Room_Type 4,0,0,126.75,0,Canceled
449,2,0,1,1,Meal Plan 2,0,Room_Type 1,0,0,115,1,Canceled
450,2,0,2,1,Not Selected,0,Room_Type 1,0,0,107.1,1,Canceled
451,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,120,0,Not_Canceled
452,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,93.6,2,Not_Canceled
453,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,120,0,Not_Canceled
454,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,90,1,Not_Canceled
455,2,0,0,5,Meal Plan 1,0,Room_Type 1,0,0,137,1,Canceled
456,2,1,1,3,Meal Plan 1,0,Room_Type 1,0,0,106.43,1,Canceled
457,1,0,0,3,Not Selected,0,Room_Type 1,0,0,87.78,0,Not_Canceled
458,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,0,101.5,0,Not_Canceled
459,2,0,0,1,Not Selected,0,Room_Type 1,0,0,85.5,0,Canceled
460,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
461,2,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,103.7,2,Not_Canceled
462,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,65,0,Not_Canceled
463,2,0,2,6,Meal Plan 1,0,Room_Type 1,0,0,100.12,0,Canceled
464,2,0,1,3,Meal Plan 2,1,Room_Type 1,0,0,156.25,2,Not_Canceled
465,2,0,1,2,Meal Plan 2,0,Room_Type 1,0,0,101,0,Canceled
466,2,0,1,3,Meal Plan 2,1,Room_Type 1,0,0,161.1,0,Not_Canceled
467,2,0,1,3,Not Selected,1,Room_Type 1,0,0,83.8,2,Not_Canceled
468,2,1,0,1,Meal Plan 1,1,Room_Type 1,0,0,168,2,Not_Canceled
469,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,58,0,Not_Canceled
470,2,0,2,1,Meal Plan 2,0,Room_Type 1,0,0,94.5,0,Not_Canceled
471,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,0,96.3,1,Not_Canceled
472,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,0,76.5,1,Not_Canceled
473,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,78,0,Not_Canceled
474,2,0,1,1,Not Selected,0,Room_Type 1,0,0,112.59,0,Canceled
475,2,2,2,1,Meal Plan 1,0,Room_Type 7,0,0,187.04,0,Canceled
476,2,0,0,1,Meal Plan 1,1,Room_Type 1,0,0,169,2,Not_Canceled
477,2,0,3,7,Not Selected,0,Room_Type 1,0,0,46.63,1,Not_Canceled
478,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,100,0,Not_Canceled
479,2,0,0,3,Not Selected,0,Room_Type 1,0,0,85.5,2,Not_Canceled
480,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
481,3,0,2,2,Meal Plan 1,0,Room_Type 4,0,0,146.7,1,Not_Canceled
482,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,73,0,Not_Canceled
483,3,0,2,2,Meal Plan 1,0,Room_Type 6,0,0,143.22,2,Not_Canceled
484,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,89.25,1,Not_Canceled
485,2,0,1,0,Not Selected,0,Room_Type 1,0,0,85,0,Not_Canceled
486,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,0,6.5,1,Not_Canceled
487,2,2,0,1,Meal Plan 1,0,Room_Type 2,0,0,83.03,0,Canceled
488,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,0,91,0,Canceled
489,2,0,2,2,Not Selected,0,Room_Type 1,0,0,80.75,1,Not_Canceled
490,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,89,0,Canceled
491,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,105,0,Not_Canceled
492,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,0,109.81,0,Not_Canceled
493,2,0,1,3,Meal Plan 1,0,Room_Type 4,0,0,70.88,0,Not_Canceled
494,1,0,0,2,Not Selected,0,Room_Type 1,0,0,83.6,2,Not_Canceled
495,1,0,2,1,Meal Plan 1,0,Room_Type 1,0,0,60,0,Canceled
496,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,0,130,0,Canceled
497,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,0,95,1,Not_Canceled
498,2,0,0,1,Meal Plan 2,0,Room_Type 1,0,0,104,0,Not_Canceled
499,2,0,0,3,Meal Plan 1,0,Room_Type 4,0,0,62,1,Not_Canceled
500,2,0,2,1,Meal Plan 1,0,Room_Type 2,0,0,95,0,Not_Canceled
501,1,0,2,1,Meal Plan 2,0,Room_Type 4,0,0,145,1,Not_Canceled
502,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
503,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,0,95,0,Not_Canceled
504,2,0,2,4,Meal Plan 1,0,Room_Type 1,0,0,80.75,0,Not_Canceled
505,3,0,0,4,Meal Plan 1,0,Room_Type 4,0,0,142.2,2,Not_Canceled
506,3,0,2,3,Meal Plan 1,0,Room_Type 4,0,0,128.7,1,Canceled
507,2,0,2,3,Meal Plan 1,0,Room_Type 1,0,0,90.95,1,Not_Canceled
508,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,0,93.6,2,Not_Canceled
